BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PERCENT_COMMENTS,DEFECT_LABEL,_source_file
5.0,3.0,8.0,3.0,0.33,4.0,2.0,0.0,11.0,1.0,0.0,16.86,7.0,826.2,0.04,31.0,0.14,45.9,118.03,0.0,2.0,9.0,9.0,0.0,2.0,4.0,10.0,0.2,15.0,14.0,17.0,7.0,7.0,0.0,18.18,0,MC1.arff
5.0,1.0,8.0,3.0,0.19,4.0,2.0,0.67,10.0,1.0,0.0,16.6,11.38,2148.39,0.06,43.0,0.09,119.36,188.87,1.0,5.0,15.0,16.0,0.33,2.0,4.0,9.0,0.1,29.0,14.0,29.0,8.0,13.0,1.0,28.57,1,PC4.arff
20.0,1.0,18.0,13.0,0.41,6.0,7.0,0.54,31.0,7.0,0.5,28.29,19.0,10212.78,0.18,101.0,0.05,567.38,537.51,1.0,4.0,31.0,32.0,0.54,6.0,9.0,20.0,0.3,44.0,38.0,63.0,20.0,20.0,0.0,13.89,1,MC2.arff
7.0,7.0,12.0,1.0,0.04,6.0,1.0,1.0,24.0,1.0,0.0,38.35,13.0,6481.43,0.17,98.0,0.08,360.08,498.57,1.0,4.0,27.0,28.0,1.0,3.0,6.0,22.0,0.03,37.0,42.0,56.0,21.0,13.0,0.0,15.63,0,MC1.arff
3.0,0.0,4.0,2.0,0.13,2.0,1.0,0.5,6.0,1.0,0.0,20.48,14.77,4470.34,0.1,66.0,0.07,248.35,302.61,1.0,0.0,14.0,15.0,0.5,1.0,2.0,6.0,0.07,30.0,25.0,41.0,11.0,13.0,6.0,6.67,1,PC4.arff
15.0,2.0,26.0,8.0,0.32,12.0,4.0,0.5,26.0,1.0,0.0,50.38,12.13,7410.9,0.2,110.0,0.08,411.72,611.0,5.0,9.0,20.0,25.0,0.13,7.0,13.0,20.0,0.21,38.0,47.0,63.0,31.0,16.0,0.0,41.18,1,PC1.arff
39.0,4.0,66.0,20.0,0.31,28.0,13.0,0.65,72.0,9.0,0.42,60.65,23.78,34292.58,0.48,253.0,0.04,1905.14,1442.21,0.0,11.0,65.0,65.0,0.45,19.0,33.0,54.0,0.22,90.0,107.0,146.0,36.0,16.0,0.0,14.47,1,PC5.arff
9.0,1.0,16.0,5.0,0.45,8.0,3.0,0.6,18.0,1.0,0.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,230.7,0.0,0.0,11.0,11.0,0.2,4.0,8.0,15.0,0.38,13.0,22.0,29.0,10.0,13.0,0.0,0.0,0,PC1.arff
13.0,2.0,26.0,7.0,0.23,12.0,4.0,0.57,27.0,1.0,0.0,41.68,16.84,11818.06,0.23,125.0,0.06,656.56,701.84,3.0,6.0,28.0,31.0,0.14,7.0,13.0,22.0,0.16,45.0,58.0,67.0,31.0,18.0,4.0,24.32,1,PC3.arff
1.0,2.0,0.0,1.0,0.33,0.0,1.0,1.0,3.0,1.0,0.0,15.0,2.0,60.0,0.01,10.0,0.5,3.33,30.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,0.17,6.0,4.0,6.0,4.0,4.0,0.0,33.33,0,MC1.arff
5.0,2.0,8.0,3.0,0.27,4.0,1.0,0.33,11.0,1.0,0.0,27.67,6.54,1183.09,0.06,40.0,0.15,65.73,180.94,0.0,13.0,11.0,11.0,0.33,2.0,4.0,10.0,0.08,37.0,17.0,23.0,13.0,10.0,0.0,54.17,0,PC4.arff
201.0,6.0,334.0,101.0,0.2,134.0,23.0,0.23,388.0,71.0,0.7,103.15,135.56,1895571.32,4.66,2062.0,0.01,105309.52,13983.16,29.0,333.0,483.0,512.0,0.7,100.0,171.0,289.0,0.11,905.0,794.0,1268.0,82.0,28.0,0.0,42.84,1,PC5.arff
11.0,2.0,24.0,7.0,0.2,12.0,7.0,1.0,25.0,1.0,0.0,38.04,17.93,12235.66,0.23,130.0,0.06,679.76,682.23,0.0,0.0,35.0,35.0,0.14,6.0,12.0,20.0,0.17,41.0,55.0,75.0,23.0,15.0,0.0,0.0,1,PC5.arff
7.0,16.0,8.0,4.0,0.14,4.0,4.0,1.0,30.0,1.0,0.0,101.03,5.96,3588.0,0.2,109.0,0.17,199.33,602.07,0.0,3.0,28.0,28.0,0.25,2.0,4.0,28.0,0.11,38.0,49.0,60.0,37.0,9.0,2.0,9.68,1,MW1.arff
5.0,1.0,8.0,3.0,0.2,4.0,2.0,0.67,11.0,1.0,0.0,12.24,14.57,2599.73,0.06,42.0,0.07,144.43,178.41,1.0,2.0,14.0,15.0,0.33,2.0,4.0,10.0,0.12,25.0,17.0,25.0,7.0,12.0,0.0,17.65,1,PC4.arff
13.0,0.0,24.0,7.0,0.15,12.0,1.0,0.14,27.0,1.0,0.0,27.19,26.0,18382.41,0.24,128.0,0.04,1021.25,707.02,12.0,9.0,36.0,48.0,0.14,6.0,12.0,22.0,0.1,71.0,52.0,76.0,23.0,23.0,1.0,36.84,1,PC5.arff
15.0,12.0,26.0,8.0,0.11,12.0,4.0,0.5,43.0,3.0,0.29,57.8,36.88,78609.33,0.71,358.0,0.03,4367.19,2131.6,10.0,9.0,60.0,70.0,0.38,7.0,13.0,37.0,0.08,99.0,144.0,214.0,41.0,21.0,0.0,24.05,1,PC4.arff
3.0,0.0,4.0,2.0,0.5,2.0,1.0,0.5,5.0,1.0,0.0,11.82,8.8,915.2,0.03,26.0,0.11,50.84,104.0,0.0,0.0,4.0,4.0,0.5,1.0,2.0,5.0,0.4,5.0,8.0,18.0,5.0,11.0,1.0,0.0,0,PC3.arff
5.0,2.0,0.0,3.0,0.27,0.0,3.0,1.0,12.0,1.0,0.0,17.11,11.67,2329.28,0.07,47.0,0.09,129.4,199.65,0.0,0.0,11.0,11.0,0.33,0.0,0.0,11.0,0.21,14.0,21.0,26.0,9.0,10.0,0.0,0.0,0,PC4.arff
3.0,0.0,4.0,2.0,0.15,2.0,1.0,0.5,5.0,1.0,0.0,17.29,12.0,2489.43,0.07,48.0,0.08,138.3,207.45,2.0,2.0,11.0,13.0,0.5,1.0,2.0,5.0,0.11,19.0,16.0,32.0,8.0,12.0,2.0,26.67,0,CM1.arff
9.0,1.0,12.0,5.0,0.23,4.0,3.0,0.6,13.0,5.0,1.0,35.13,12.55,5531.32,0.15,84.0,0.08,307.3,440.83,0.0,17.0,22.0,22.0,1.0,4.0,6.0,10.0,0.1,49.0,31.0,53.0,21.0,17.0,2.0,43.59,1,CM1.arff
11.0,0.0,12.0,6.0,0.6,2.0,1.0,0.17,13.0,6.0,1.0,26.97,6.3,1070.48,0.06,40.0,0.16,59.47,169.92,0.0,6.0,10.0,10.0,1.0,5.0,6.0,9.0,0.33,18.0,14.0,26.0,10.0,9.0,0.0,37.5,0,PC5.arff
13.0,9.0,24.0,7.0,0.19,12.0,6.0,0.86,31.0,1.0,0.0,60.82,9.92,5988.69,0.2,115.0,0.1,332.71,603.51,8.0,10.0,28.0,36.0,0.14,6.0,12.0,26.0,0.12,60.0,43.0,72.0,26.0,12.0,0.0,39.13,1,PC4.arff
35.0,5.0,64.0,18.0,0.19,30.0,16.0,0.89,80.0,7.0,0.35,195.05,21.41,89412.4,1.39,591.0,0.05,4967.36,4176.06,4.0,18.0,91.0,95.0,0.39,17.0,32.0,64.0,0.15,118.0,218.0,373.0,112.0,22.0,2.0,19.47,1,CM1.arff
1.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,10.82,5.83,368.18,0.02,19.0,0.17,20.45,63.12,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,0.17,6.0,5.0,14.0,3.0,7.0,0.0,25.0,0,MC1.arff
6.0,1.0,4.0,4.0,0.09,2.0,2.0,0.5,15.0,1.0,0.0,35.88,23.06,19076.12,0.28,164.0,0.04,1059.78,827.28,8.0,0.0,37.0,45.0,0.25,1.0,2.0,13.0,0.08,51.0,49.0,115.0,17.0,16.0,1.0,17.78,1,PC4.arff
7.0,3.0,10.0,4.0,0.27,4.0,2.0,0.5,13.0,3.0,0.67,31.08,14.73,6740.46,0.15,86.0,0.07,374.47,457.69,1.0,5.0,14.0,15.0,0.75,3.0,5.0,11.0,0.06,69.0,36.0,50.0,22.0,18.0,0.0,30.0,1,PC1.arff
15.0,3.0,24.0,8.0,0.29,10.0,4.0,0.0,26.0,4.0,0.0,19.61,21.53,9092.65,0.14,83.0,0.05,505.15,422.26,12.0,1.0,16.0,28.0,0.0,7.0,12.0,20.0,0.22,37.0,34.0,49.0,15.0,19.0,1.0,44.83,0,MC1.arff
5.0,0.0,8.0,3.0,0.04,4.0,1.0,0.33,10.0,1.0,0.0,44.68,37.34,62299.43,0.56,340.0,0.03,3461.08,1668.34,3.0,2.0,64.0,67.0,0.33,2.0,4.0,9.0,0.04,85.0,129.0,211.0,19.0,11.0,0.0,7.25,1,PC4.arff
13.0,4.0,24.0,7.0,0.11,12.0,4.0,0.57,32.0,1.0,0.0,96.31,19.66,37229.33,0.63,304.0,0.05,2068.3,1893.56,12.0,0.0,49.0,61.0,0.14,6.0,12.0,27.0,0.1,73.0,145.0,159.0,59.0,16.0,0.0,19.67,1,PC1.arff
29.0,8.0,46.0,15.0,0.24,18.0,12.0,0.8,65.0,8.0,0.5,50.83,23.28,27538.31,0.39,213.0,0.04,1529.91,1183.13,1.0,13.0,62.0,63.0,0.53,14.0,23.0,52.0,0.17,87.0,75.0,138.0,29.0,18.0,0.0,18.42,1,PC5.arff
5.0,6.0,8.0,3.0,0.1,4.0,1.0,0.33,22.0,1.0,0.0,87.22,17.4,26406.88,0.51,252.0,0.06,1467.05,1517.64,0.0,27.0,31.0,31.0,0.33,2.0,4.0,21.0,0.04,70.0,116.0,136.0,50.0,15.0,2.0,46.55,0,PC1.arff
1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,7.75,2.0,31.02,0.01,6.0,0.5,1.72,15.51,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.25,4.0,2.0,4.0,2.0,4.0,0.0,0.0,0,PC5.arff
3.0,4.0,4.0,2.0,0.15,2.0,2.0,1.0,10.0,1.0,0.0,25.59,14.0,5014.84,0.12,73.0,0.07,278.6,358.2,0.0,0.0,13.0,13.0,0.5,1.0,2.0,10.0,0.13,15.0,28.0,45.0,15.0,15.0,2.0,0.0,0,KC3.arff
1.0,1.0,0.0,1.0,0.08,0.0,1.0,1.0,11.0,1.0,0.0,47.31,9.14,3954.88,0.14,97.0,0.11,219.72,432.56,0.0,1.0,13.0,13.0,1.0,0.0,0.0,12.0,0.06,18.0,32.0,65.0,14.0,8.0,0.0,7.14,1,PC5.arff
7.0,4.0,12.0,4.0,0.24,6.0,4.0,1.0,16.0,1.0,0.0,39.86,8.17,2658.56,0.11,73.0,0.12,147.7,325.54,1.0,3.0,16.0,17.0,0.25,3.0,6.0,14.0,0.13,31.0,35.0,38.0,15.0,7.0,0.0,20.0,0,PC5.arff
3.0,2.0,4.0,2.0,0.5,2.0,2.0,1.0,7.0,1.0,0.0,13.32,5.83,453.3,0.03,21.0,0.17,25.18,77.71,3.0,4.0,1.0,4.0,0.5,1.0,2.0,7.0,0.17,12.0,10.0,11.0,6.0,7.0,4.0,87.5,0,PC2.arff
3.0,8.0,4.0,2.0,0.06,2.0,2.0,1.0,14.0,1.0,0.0,74.64,13.81,14241.04,0.34,180.0,0.07,791.17,1031.03,8.0,34.0,23.0,31.0,0.5,1.0,2.0,14.0,0.02,126.0,85.0,95.0,40.0,13.0,0.0,64.62,1,PC3.arff
39.0,3.0,66.0,20.0,0.31,28.0,12.0,0.6,71.0,9.0,0.42,58.3,24.23,34221.26,0.47,249.0,0.04,1901.18,1412.43,0.0,10.0,64.0,64.0,0.45,19.0,33.0,53.0,0.23,88.0,106.0,143.0,35.0,16.0,0.0,13.51,1,PC5.arff
5.0,3.0,8.0,3.0,0.27,4.0,3.0,1.0,11.0,1.0,0.0,44.41,4.71,983.4,0.07,45.0,0.21,54.63,208.97,2.0,0.0,9.0,11.0,0.33,2.0,4.0,10.0,0.14,21.0,20.0,25.0,17.0,8.0,3.0,18.18,0,PC3.arff
17.0,10.0,34.0,9.0,0.3,14.0,6.0,0.67,38.0,3.0,0.25,67.59,11.15,8408.78,0.25,131.0,0.09,467.15,753.89,3.0,35.0,27.0,30.0,0.33,10.0,17.0,31.0,0.1,92.0,58.0,73.0,39.0,15.0,1.0,58.46,1,PC3.arff
62.0,6.0,36.0,52.0,0.16,18.0,52.0,1.0,175.0,1.0,0.0,48.92,176.42,1522430.81,2.88,1207.0,0.01,84579.49,8629.74,0.0,42.0,316.0,316.0,0.02,9.0,18.0,125.0,0.14,363.0,511.0,696.0,84.0,58.0,0.0,11.73,1,PC5.arff
3.0,3.0,4.0,2.0,0.33,2.0,2.0,1.0,10.0,1.0,0.0,13.02,7.5,732.54,0.03,25.0,0.13,40.7,97.67,4.0,1.0,2.0,6.0,0.5,1.0,2.0,10.0,0.22,9.0,10.0,15.0,6.0,9.0,0.0,71.43,0,PC2.arff
9.0,2.0,16.0,5.0,0.17,8.0,2.0,0.4,19.0,1.0,0.0,20.05,21.25,9053.79,0.14,86.0,0.05,502.99,426.06,5.0,8.0,25.0,30.0,0.2,4.0,8.0,16.0,0.09,58.0,35.0,51.0,14.0,17.0,0.0,34.21,1,PC4.arff
5.0,6.0,8.0,3.0,0.16,4.0,3.0,1.0,15.0,1.0,0.0,56.53,9.0,4578.72,0.17,100.0,0.11,254.37,508.75,1.0,15.0,18.0,19.0,0.33,2.0,4.0,14.0,0.07,46.0,50.0,50.0,25.0,9.0,0.0,47.06,1,PC5.arff
3.0,2.0,4.0,1.0,0.13,2.0,1.0,1.0,9.0,1.0,0.0,13.83,8.57,1016.03,0.04,29.0,0.12,56.45,118.54,0.0,0.0,8.0,8.0,1.0,1.0,2.0,9.0,0.1,10.0,12.0,17.0,7.0,10.0,0.0,0.0,0,MC1.arff
198.0,7.0,354.0,102.0,0.34,164.0,11.0,0.11,353.0,21.0,0.2,70.75,111.23,875340.89,2.62,1165.0,0.01,48630.05,7869.44,26.0,44.0,277.0,303.0,0.21,95.0,178.0,253.0,0.27,382.0,464.0,701.0,73.0,35.0,0.0,20.17,1,PC5.arff
3.0,1.0,4.0,2.0,0.17,2.0,1.0,0.5,7.0,1.0,0.0,18.37,25.65,12086.9,0.16,97.0,0.04,671.49,471.22,0.0,0.0,12.0,12.0,0.5,1.0,2.0,7.0,0.13,16.0,27.0,70.0,10.0,19.0,2.0,0.0,0,PC4.arff
74.0,10.0,72.0,55.0,0.36,36.0,45.0,0.82,257.0,1.0,0.0,59.49,281.13,4701624.47,5.57,2242.0,0.0,261201.38,16724.05,0.0,0.0,154.0,154.0,0.02,18.0,36.0,204.0,0.32,174.0,893.0,1349.0,108.0,68.0,3.0,0.0,0,PC3.arff
5.0,2.0,8.0,3.0,0.2,4.0,3.0,1.0,9.0,1.0,0.0,32.35,7.7,1918.25,0.08,53.0,0.13,106.57,249.12,0.0,0.0,15.0,15.0,0.33,2.0,4.0,8.0,0.12,25.0,21.0,32.0,15.0,11.0,0.0,0.0,1,PC1.arff
5.0,4.0,8.0,3.0,0.14,4.0,2.0,0.0,14.0,1.0,0.0,26.56,25.5,17270.13,0.23,131.0,0.04,959.45,677.26,0.0,3.0,21.0,21.0,0.0,2.0,4.0,13.0,0.1,31.0,51.0,80.0,18.0,18.0,0.0,12.5,0,MC1.arff
3.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,18.53,9.0,1501.17,0.06,40.0,0.11,83.4,166.8,0.0,0.0,8.0,8.0,0.5,1.0,2.0,7.0,0.18,11.0,18.0,22.0,9.0,9.0,1.0,0.0,0,PC3.arff
7.0,6.0,12.0,4.0,0.1,6.0,4.0,1.0,19.0,1.0,0.0,78.33,9.89,7664.53,0.26,138.0,0.1,425.81,774.83,6.0,4.0,33.0,39.0,0.0,3.0,6.0,17.0,0.07,57.0,61.0,77.0,37.0,12.0,0.0,23.26,0,MC1.arff
3.0,5.0,4.0,2.0,0.33,2.0,2.0,1.0,13.0,1.0,0.0,25.23,6.5,1066.0,0.05,41.0,0.15,59.22,164.0,0.0,0.0,6.0,6.0,0.5,1.0,2.0,13.0,0.22,9.0,13.0,28.0,8.0,8.0,2.0,0.0,1,KC3.arff
19.0,5.0,36.0,10.0,0.13,18.0,9.0,0.9,48.0,8.0,0.78,46.15,27.11,33930.43,0.42,211.0,0.04,1885.02,1251.39,6.0,45.0,71.0,77.0,0.8,9.0,18.0,40.0,0.07,153.0,73.0,138.0,35.0,26.0,1.0,41.8,1,CM1.arff
25.0,2.0,42.0,13.0,0.22,18.0,5.0,0.38,52.0,8.0,0.58,18.77,90.0,152013.39,0.56,332.0,0.01,8445.19,1689.04,0.0,24.0,60.0,60.0,0.62,12.0,21.0,41.0,0.14,91.0,160.0,172.0,16.0,18.0,2.0,28.57,1,MC2.arff
23.0,10.0,42.0,12.0,0.21,20.0,6.0,0.5,67.0,6.0,0.45,117.86,30.67,110843.58,1.2,533.0,0.03,6157.98,3614.46,8.0,19.0,50.0,58.0,0.5,11.0,21.0,57.0,0.11,105.0,232.0,301.0,87.0,23.0,2.0,35.06,1,PC4.arff
26.0,4.0,30.0,14.0,0.35,8.0,4.0,0.29,39.0,13.0,0.92,28.72,26.0,19415.7,0.25,131.0,0.04,1078.65,746.76,1.0,7.0,39.0,40.0,0.93,11.0,16.0,27.0,0.26,54.0,52.0,79.0,26.0,26.0,0.0,17.02,1,PC5.arff
1.0,1.0,0.0,1.0,0.1,0.0,1.0,1.0,2.0,1.0,0.0,21.06,8.36,1470.86,0.06,44.0,0.12,81.71,176.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,3.0,0.06,17.0,13.0,31.0,7.0,9.0,1.0,0.0,0,PC4.arff
23.0,4.0,40.0,1.0,0.02,18.0,1.0,1.0,49.0,1.0,0.0,71.58,16.79,20169.3,0.4,206.0,0.06,1120.52,1201.58,13.0,18.0,37.0,50.0,1.0,11.0,20.0,39.0,0.01,78.0,94.0,112.0,42.0,15.0,0.0,45.59,1,MC1.arff
5.0,6.0,8.0,3.0,0.15,4.0,2.0,0.0,15.0,1.0,0.0,48.68,9.17,4090.6,0.15,87.0,0.11,227.26,446.25,0.0,2.0,20.0,20.0,0.0,2.0,4.0,14.0,0.11,28.0,40.0,47.0,24.0,11.0,0.0,9.09,0,MC1.arff
46.0,1.0,66.0,26.0,0.17,28.0,11.0,0.42,89.0,17.0,0.64,95.85,44.73,191759.06,1.43,604.0,0.02,10653.28,4287.21,12.0,7.0,143.0,155.0,0.65,19.0,33.0,65.0,0.1,264.0,271.0,333.0,103.0,34.0,2.0,11.73,0,PC1.arff
7.0,13.0,12.0,4.0,0.22,6.0,4.0,1.0,27.0,1.0,0.0,25.76,15.43,6132.21,0.13,81.0,0.06,340.68,397.46,14.0,2.0,4.0,18.0,0.25,3.0,6.0,25.0,0.18,22.0,27.0,54.0,14.0,16.0,1.0,80.0,0,PC2.arff
3.0,1.0,4.0,2.0,0.4,2.0,2.0,1.0,8.0,1.0,0.0,15.33,11.67,2086.15,0.06,39.0,0.09,115.9,178.81,4.0,0.0,1.0,5.0,0.5,1.0,2.0,8.0,0.22,9.0,14.0,25.0,9.0,15.0,1.0,80.0,0,PC2.arff
3.0,4.0,0.0,2.0,0.2,0.0,2.0,1.0,10.0,1.0,0.0,20.81,9.0,1685.67,0.06,42.0,0.11,93.65,187.3,0.0,0.0,10.0,10.0,0.5,0.0,0.0,10.0,0.17,12.0,18.0,24.0,11.0,11.0,2.0,0.0,0,PC4.arff
3.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,5.0,1.0,0.0,7.33,4.5,148.5,0.01,11.0,0.22,8.25,33.0,2.0,3.0,6.0,8.0,0.5,1.0,2.0,5.0,0.14,14.0,3.0,8.0,2.0,6.0,0.0,45.45,0,PC1.arff
3.0,2.0,4.0,2.0,0.15,2.0,2.0,1.0,15.0,1.0,0.0,40.82,10.25,4288.91,0.14,88.0,0.1,238.27,418.43,7.0,4.0,6.0,13.0,0.0,1.0,2.0,15.0,0.09,23.0,41.0,47.0,18.0,9.0,0.0,64.7,0,MC1.arff
7.0,2.0,16.0,4.0,0.2,8.0,3.0,0.75,14.0,1.0,0.0,25.26,12.89,4196.59,0.11,64.0,0.08,233.14,325.6,2.0,3.0,18.0,20.0,0.25,4.0,8.0,12.0,0.13,31.0,29.0,35.0,18.0,16.0,1.0,21.74,1,PC3.arff
17.0,5.0,20.0,11.0,0.26,10.0,10.0,0.91,34.0,1.0,0.0,28.41,29.76,25170.95,0.28,160.0,0.03,1398.39,845.66,36.0,16.0,6.0,42.0,0.09,5.0,10.0,25.0,0.18,60.0,46.0,114.0,17.0,22.0,1.0,89.66,0,PC2.arff
1.0,0.0,0.0,1.0,0.11,0.0,1.0,1.0,1.0,1.0,0.0,34.17,7.96,2165.74,0.09,61.0,0.13,120.32,272.03,0.0,0.0,9.0,9.0,1.0,0.0,0.0,2.0,0.07,15.0,23.0,38.0,13.0,9.0,2.0,0.0,0,MC1.arff
13.0,9.0,20.0,7.0,0.01,8.0,5.0,0.71,178.0,4.0,0.5,400.84,70.66,2001507.77,9.44,3945.0,0.01,111194.88,28324.74,2.0,170.0,1268.0,1270.0,0.57,6.0,10.0,173.0,0.0,1477.0,1435.0,2510.0,132.0,13.0,0.0,11.94,1,PC5.arff
9.0,3.0,16.0,5.0,0.19,8.0,2.0,0.4,20.0,1.0,0.0,43.61,13.76,8256.62,0.2,112.0,0.07,458.7,600.05,0.0,13.0,27.0,27.0,0.2,4.0,8.0,17.0,0.11,47.0,43.0,69.0,25.0,16.0,0.0,32.5,1,PC5.arff
7.0,0.0,8.0,4.0,0.31,2.0,1.0,0.25,10.0,4.0,1.0,25.42,6.67,1129.72,0.06,38.0,0.15,62.76,169.46,1.0,0.0,12.0,13.0,1.0,3.0,4.0,8.0,0.24,17.0,16.0,22.0,12.0,10.0,3.0,7.69,0,PC5.arff
1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.25,4.0,1.0,3.0,1.0,3.0,0.0,0.0,0,MC1.arff
5.0,5.0,8.0,3.0,0.07,4.0,3.0,1.0,25.0,1.0,0.0,77.39,19.82,30407.06,0.51,263.0,0.05,1689.28,1534.05,0.0,7.0,43.0,43.0,0.33,2.0,4.0,24.0,0.05,59.0,111.0,152.0,42.0,15.0,0.0,14.0,0,PC5.arff
7.0,2.0,12.0,4.0,0.14,6.0,2.0,0.5,16.0,1.0,0.0,20.11,16.73,5630.15,0.11,70.0,0.06,312.79,336.51,2.0,18.0,26.0,28.0,0.25,3.0,6.0,14.0,0.08,51.0,29.0,41.0,13.0,15.0,0.0,43.48,1,PC5.arff
8.0,5.0,4.0,6.0,0.14,2.0,6.0,1.0,23.0,1.0,0.0,44.55,25.33,28593.41,0.38,198.0,0.04,1588.52,1128.69,4.0,32.0,38.0,42.0,0.17,1.0,2.0,19.0,0.05,114.0,88.0,110.0,33.0,19.0,2.0,48.65,1,PC3.arff
3.0,6.0,4.0,2.0,0.14,2.0,2.0,1.0,12.0,1.0,0.0,35.51,12.28,5352.73,0.15,88.0,0.08,297.37,435.97,1.0,0.0,13.0,14.0,0.5,1.0,2.0,12.0,0.11,19.0,34.0,54.0,18.0,13.0,2.0,7.14,1,KC3.arff
5.0,2.0,8.0,3.0,0.06,4.0,3.0,1.0,14.0,1.0,0.0,55.85,28.0,43785.9,0.52,256.0,0.04,2432.55,1563.78,2.0,13.0,47.0,49.0,0.33,2.0,4.0,13.0,0.05,65.0,112.0,144.0,46.0,23.0,1.0,24.19,1,CM1.arff
19.0,2.0,32.0,10.0,0.2,14.0,5.0,0.0,40.0,1.0,0.0,36.47,26.65,25908.95,0.32,175.0,0.04,1439.39,972.05,18.0,1.0,31.0,49.0,0.0,9.0,16.0,32.0,0.17,59.0,66.0,109.0,26.0,21.0,0.0,38.0,0,MC1.arff
15.0,4.0,28.0,8.0,0.12,14.0,6.0,0.75,39.0,1.0,0.0,34.93,44.48,69108.13,0.52,290.0,0.02,3839.34,1553.69,10.0,13.0,56.0,66.0,0.13,7.0,14.0,33.0,0.07,112.0,139.0,151.0,25.0,16.0,5.0,29.11,1,PC4.arff
9.0,0.0,12.0,5.0,0.28,4.0,1.0,0.2,14.0,5.0,1.0,33.88,9.56,3095.67,0.11,66.0,0.1,171.98,323.85,0.0,0.0,18.0,18.0,1.0,4.0,6.0,11.0,0.23,22.0,25.0,41.0,17.0,13.0,0.0,0.0,0,PC5.arff
27.0,9.0,46.0,14.0,0.33,20.0,12.0,0.86,64.0,6.0,0.38,35.69,27.62,27226.57,0.33,184.0,0.04,1512.59,985.79,1.0,4.0,42.0,43.0,0.43,13.0,23.0,52.0,0.25,57.0,58.0,126.0,21.0,20.0,0.0,10.64,1,KC3.arff
14.0,1.0,18.0,8.0,0.17,8.0,2.0,0.25,25.0,1.0,0.0,22.12,27.14,16294.42,0.2,118.0,0.04,905.25,600.32,1.0,16.0,46.0,47.0,0.13,5.0,9.0,19.0,0.12,69.0,38.0,80.0,14.0,20.0,0.0,26.98,1,PC5.arff
3.0,6.0,4.0,2.0,0.18,2.0,2.0,1.0,10.0,1.0,0.0,31.9,6.9,1518.54,0.07,48.0,0.14,84.36,220.08,1.0,0.0,10.0,11.0,0.5,1.0,2.0,10.0,0.11,18.0,23.0,25.0,15.0,9.0,1.0,9.09,1,PC3.arff
1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,0.25,4.0,3.0,6.0,3.0,5.0,0.0,0.0,1,PC5.arff
33.0,5.0,52.0,17.0,0.2,22.0,7.0,0.41,69.0,9.0,0.5,46.03,39.19,70687.64,0.6,318.0,0.03,3927.09,1803.83,4.0,15.0,82.0,86.0,0.53,15.0,27.0,54.0,0.15,112.0,132.0,186.0,32.0,19.0,0.0,18.81,1,PC5.arff
9.0,3.0,16.0,5.0,0.09,8.0,5.0,1.0,33.0,1.0,0.0,102.23,12.09,14944.77,0.41,211.0,0.08,830.27,1236.03,6.0,4.0,49.0,55.0,0.2,4.0,8.0,30.0,0.08,63.0,76.0,135.0,44.0,14.0,8.0,16.95,1,CM1.arff
3.0,1.0,4.0,2.0,0.06,2.0,1.0,0.5,10.0,1.0,0.0,69.59,15.09,15837.24,0.35,189.0,0.07,879.85,1049.82,1.0,11.0,32.0,33.0,0.5,1.0,2.0,10.0,0.04,55.0,88.0,101.0,35.0,12.0,0.0,27.27,1,PC5.arff
